long,lat,total,hr,mo,day
-73.964119,40.775322,1.6094379124341003,12,Jan,Thu
-73.934181,40.843746,2.4423470353692043,8,Jan,Thu
-73.979256,40.740486,2.277267285009756,9,Jan,Thu
-73.957146,40.783035,3.5263605246161616,12,Jan,Thu
-73.97039,40.760319,3.349904087274605,12,Jan,Thu
-73.994041,40.74136,3.068052935133617,11,Jan,Thu
-74.005089,40.741348,2.1400661634962708,14,Jan,Thu
-73.974854,40.782822,2.0794415416798357,10,Jan,Thu
-74.015854,40.711201,3.0155349008501706,11,Jan,Thu
-73.993462,40.73653,1.3862943611198906,12,Jan,Thu
-73.991898,40.745209,2.740840023925201,12,Jan,Thu
-73.982033,40.776192,2.0794415416798357,14,Jan,Thu
-73.985016,40.742058,1.6094379124341003,15,Jan,Thu
-73.979027,40.781975,1.5040773967762742,14,Jan,Thu
-73.962791,40.758564,2.70805020110221,14,Jan,Thu
-73.990593,40.750912,2.0794415416798357,16,Jan,Thu
-73.997215,40.724762,1.9459101490553132,16,Jan,Thu
-73.982224,40.765064,1.6094379124341003,15,Jan,Thu
-73.98275,40.769089,2.3513752571634776,17,Jan,Thu
-73.963959,40.777142,1.8870696490323797,17,Jan,Thu
-73.787743,40.641758,3.9512437185814275,16,Jan,Thu
-73.976234,40.752007,2.3702437414678603,17,Jan,Thu
-73.977943,40.763607,1.7047480922384253,16,Jan,Thu
-73.991112,40.750404,2.1972245773362196,18,Jan,Thu
-73.988838,40.744453,2.0149030205422647,14,Jan,Thu
-73.981834,40.732449,2.3978952727983707,16,Jan,Thu
-73.994217,40.723213,4.133565275375382,15,Jan,Thu
-73.98333,40.766827,2.3513752571634776,19,Jan,Wed
-73.980995,40.758827,2.772588722239781,18,Jan,Thu
-73.993851,40.751587,2.2512917986064953,17,Jan,Thu
-73.955704,40.779598,1.8718021769015913,16,Jan,Thu
-74.005325,40.741138,3.9512437185814275,19,Jan,Thu
-73.999832,40.740818,1.791759469228055,20,Jan,Thu
-73.991966,40.747429,1.8718021769015913,20,Jan,Thu
-73.971489,40.782272,2.151762203259462,19,Jan,Thu
-73.994598,40.745644,1.3862943611198906,17,Jan,Thu
-73.992638,40.749947,3.2771447329921766,18,Jan,Thu
-73.979424,40.762676,2.4423470353692043,19,Jan,Thu
-73.986374,40.751984,2.2512917986064953,20,Jan,Thu
-73.955818,40.779247,1.6094379124341003,20,Jan,Thu
-73.993279,40.747936,2.803360380906535,19,Jan,Thu
-73.99617,40.759296,2.70805020110221,20,Jan,Thu
-74.015076,40.71616,1.916922612182061,18,Jan,Thu
-73.96656,40.761215,1.8718021769015913,19,Jan,Thu
-73.983307,40.756397,2.0794415416798357,19,Jan,Thu
-73.977379,40.759212,2.681021528714291,18,Jan,Thu
-73.978912,40.740402,2.1400661634962708,20,Jan,Thu
-73.999146,40.728195,2.302585092994046,23,Jan,Thu
-73.994453,40.750744,2.272125885509337,22,Jan,Thu
-74.015244,40.710663,2.8622008809294686,22,Jan,Thu
-73.98864,40.727337,1.9878743481543455,21,Jan,Thu
